gender,marital,parenthood,country,age,category,total_moments,percent_category
m,married,n,BRA,90,affection,0,0
m,married,n,BRA,90,leisure,0,0
m,married,n,BRA,90,bonding,0,0
m,married,n,BRA,90,achievement,0,0
m,married,n,BRA,90,enjoy_the_moment,0,0
m,married,n,BRA,90,exercise,0,0
m,married,n,BRA,90,nature,0,0
m,married,n,NGA,0,affection,0,0
m,married,n,NGA,0,leisure,0,0
m,married,n,NGA,0,bonding,0,0
m,married,n,NGA,0,achievement,0,0
m,married,n,NGA,0,enjoy_the_moment,0,0
m,married,n,NGA,0,exercise,0,0
m,married,n,NGA,0,nature,0,0
m,married,n,NGA,10,affection,0,0
m,married,n,NGA,10,leisure,0,0
m,married,n,NGA,10,bonding,0,0
m,married,n,NGA,10,achievement,0,0
m,married,n,NGA,10,enjoy_the_moment,0,0
m,married,n,NGA,10,exercise,0,0
m,married,n,NGA,10,nature,0,0
m,married,n,NGA,20,affection,0,0
m,married,n,NGA,20,leisure,0,0
m,married,n,NGA,20,bonding,0,0
m,married,n,NGA,20,achievement,0,0
m,married,n,NGA,20,enjoy_the_moment,0,0
m,married,n,NGA,20,exercise,0,0
m,married,n,NGA,20,nature,0,0
m,married,n,NGA,30,affection,6,66.67
m,married,n,NGA,30,leisure,6,0.0
m,married,n,NGA,30,bonding,6,0.0
m,married,n,NGA,30,achievement,6,33.33
m,married,n,NGA,30,enjoy_the_moment,6,0.0
m,married,n,NGA,30,exercise,6,0.0
m,married,n,NGA,30,nature,6,0.0
m,married,n,NGA,40,affection,0,0
m,married,n,NGA,40,leisure,0,0
m,married,n,NGA,40,bonding,0,0
m,married,n,NGA,40,achievement,0,0
m,married,n,NGA,40,enjoy_the_moment,0,0
m,married,n,NGA,40,exercise,0,0
m,married,n,NGA,40,nature,0,0
m,married,n,NGA,50,affection,0,0
m,married,n,NGA,50,leisure,0,0
m,married,n,NGA,50,bonding,0,0
m,married,n,NGA,50,achievement,0,0
m,married,n,NGA,50,enjoy_the_moment,0,0
m,married,n,NGA,50,exercise,0,0
m,married,n,NGA,50,nature,0,0
m,married,n,NGA,60,affection,0,0
m,married,n,NGA,60,leisure,0,0
m,married,n,NGA,60,bonding,0,0
m,married,n,NGA,60,achievement,0,0
m,married,n,NGA,60,enjoy_the_moment,0,0
m,married,n,NGA,60,exercise,0,0
m,married,n,NGA,60,nature,0,0
m,married,n,NGA,70,affection,0,0
m,married,n,NGA,70,leisure,0,0
m,married,n,NGA,70,bonding,0,0
m,married,n,NGA,70,achievement,0,0
m,married,n,NGA,70,enjoy_the_moment,0,0
m,married,n,NGA,70,exercise,0,0
m,married,n,NGA,70,nature,0,0
m,married,n,NGA,80,affection,0,0
m,married,n,NGA,80,leisure,0,0
m,married,n,NGA,80,bonding,0,0
m,married,n,NGA,80,achievement,0,0
m,married,n,NGA,80,enjoy_the_moment,0,0
m,married,n,NGA,80,exercise,0,0
m,married,n,NGA,80,nature,0,0
m,married,n,NGA,90,affection,0,0
m,married,n,NGA,90,leisure,0,0
m,married,n,NGA,90,bonding,0,0
m,married,n,NGA,90,achievement,0,0
m,married,n,NGA,90,enjoy_the_moment,0,0
m,married,n,NGA,90,exercise,0,0
m,married,n,NGA,90,nature,0,0
m,divorced,y,USA,0,affection,0,0
m,divorced,y,USA,0,leisure,0,0
m,divorced,y,USA,0,bonding,0,0
m,divorced,y,USA,0,achievement,0,0
m,divorced,y,USA,0,enjoy_the_moment,0,0
m,divorced,y,USA,0,exercise,0,0
m,divorced,y,USA,0,nature,0,0
m,divorced,y,USA,10,affection,0,0
m,divorced,y,USA,10,leisure,0,0
m,divorced,y,USA,10,bonding,0,0
m,divorced,y,USA,10,achievement,0,0
m,divorced,y,USA,10,enjoy_the_moment,0,0
m,divorced,y,USA,10,exercise,0,0
m,divorced,y,USA,10,nature,0,0
m,divorced,y,USA,20,affection,26,34.62
m,divorced,y,USA,20,leisure,26,3.85
m,divorced,y,USA,20,bonding,26,19.23
m,divorced,y,USA,20,achievement,26,26.92
m,divorced,y,USA,20,enjoy_the_moment,26,11.54
m,divorced,y,USA,20,exercise,26,0.0
m,divorced,y,USA,20,nature,26,3.85
m,divorced,y,USA,30,affection,342,38.89
m,divorced,y,USA,30,leisure,342,11.99
m,divorced,y,USA,30,bonding,342,3.8
m,divorced,y,USA,30,achievement,342,31.29
m,divorced,y,USA,30,enjoy_the_moment,342,13.16
m,divorced,y,USA,30,exercise,342,0.0
m,divorced,y,USA,30,nature,342,0.88
m,divorced,y,USA,40,affection,120,33.33
m,divorced,y,USA,40,leisure,120,8.33
m,divorced,y,USA,40,bonding,120,7.5
m,divorced,y,USA,40,achievement,120,35.0
m,divorced,y,USA,40,enjoy_the_moment,120,11.67
m,divorced,y,USA,40,exercise,120,0.83
m,divorced,y,USA,40,nature,120,3.33
m,divorced,y,USA,50,affection,171,36.26
m,divorced,y,USA,50,leisure,171,2.34
m,divorced,y,USA,50,bonding,171,9.94
m,divorced,y,USA,50,achievement,171,40.94
m,divorced,y,USA,50,enjoy_the_moment,171,8.19
m,divorced,y,USA,50,exercise,171,1.17
m,divorced,y,USA,50,nature,171,1.17
m,divorced,y,USA,60,affection,81,24.69
m,divorced,y,USA,60,leisure,81,12.35
m,divorced,y,USA,60,bonding,81,13.58
m,divorced,y,USA,60,achievement,81,37.04
m,divorced,y,USA,60,enjoy_the_moment,81,7.41
m,divorced,y,USA,60,exercise,81,3.7
m,divorced,y,USA,60,nature,81,1.23
m,divorced,y,USA,70,affection,6,100.0
m,divorced,y,USA,70,leisure,6,0.0
m,divorced,y,USA,70,bonding,6,0.0
m,divorced,y,USA,70,achievement,6,0.0
m,divorced,y,USA,70,enjoy_the_moment,6,0.0
m,divorced,y,USA,70,exercise,6,0.0
m,divorced,y,USA,70,nature,6,0.0
m,divorced,y,USA,80,affection,0,0
m,divorced,y,USA,80,leisure,0,0
m,divorced,y,USA,80,bonding,0,0
m,divorced,y,USA,80,achievement,0,0
m,divorced,y,USA,80,enjoy_the_moment,0,0
m,divorced,y,USA,80,exercise,0,0
m,divorced,y,USA,80,nature,0,0
m,divorced,y,USA,90,affection,0,0
m,divorced,y,USA,90,leisure,0,0
m,divorced,y,USA,90,bonding,0,0
m,divorced,y,USA,90,achievement,0,0
m,divorced,y,USA,90,enjoy_the_moment,0,0
m,divorced,y,USA,90,exercise,0,0
m,divorced,y,USA,90,nature,0,0
m,divorced,y,IND,0,affection,0,0
m,divorced,y,IND,0,leisure,0,0
m,divorced,y,IND,0,bonding,0,0
m,divorced,y,IND,0,achievement,0,0
m,divorced,y,IND,0,enjoy_the_moment,0,0
m,divorced,y,IND,0,exercise,0,0
m,divorced,y,IND,0,nature,0,0
m,divorced,y,IND,10,affection,0,0
m,divorced,y,IND,10,leisure,0,0
m,divorced,y,IND,10,bonding,0,0
m,divorced,y,IND,10,achievement,0,0
m,divorced,y,IND,10,enjoy_the_moment,0,0
m,divorced,y,IND,10,exercise,0,0
m,divorced,y,IND,10,nature,0,0
m,divorced,y,IND,20,affection,0,0
m,divorced,y,IND,20,leisure,0,0
m,divorced,y,IND,20,bonding,0,0
m,divorced,y,IND,20,achievement,0,0
m,divorced,y,IND,20,enjoy_the_moment,0,0
m,divorced,y,IND,20,exercise,0,0
m,divorced,y,IND,20,nature,0,0
m,divorced,y,IND,30,affection,0,0
m,divorced,y,IND,30,leisure,0,0
m,divorced,y,IND,30,bonding,0,0
m,divorced,y,IND,30,achievement,0,0
m,divorced,y,IND,30,enjoy_the_moment,0,0
m,divorced,y,IND,30,exercise,0,0
m,divorced,y,IND,30,nature,0,0
m,divorced,y,IND,40,affection,0,0
m,divorced,y,IND,40,leisure,0,0
m,divorced,y,IND,40,bonding,0,0
m,divorced,y,IND,40,achievement,0,0
m,divorced,y,IND,40,enjoy_the_moment,0,0
m,divorced,y,IND,40,exercise,0,0
m,divorced,y,IND,40,nature,0,0
m,divorced,y,IND,50,affection,0,0
m,divorced,y,IND,50,leisure,0,0
m,divorced,y,IND,50,bonding,0,0
m,divorced,y,IND,50,achievement,0,0
m,divorced,y,IND,50,enjoy_the_moment,0,0
m,divorced,y,IND,50,exercise,0,0
m,divorced,y,IND,50,nature,0,0
m,divorced,y,IND,60,affection,0,0
m,divorced,y,IND,60,leisure,0,0
m,divorced,y,IND,60,bonding,0,0
m,divorced,y,IND,60,achievement,0,0
m,divorced,y,IND,60,enjoy_the_moment,0,0
m,divorced,y,IND,60,exercise,0,0
m,divorced,y,IND,60,nature,0,0
m,divorced,y,IND,70,affection,0,0
m,divorced,y,IND,70,leisure,0,0
m,divorced,y,IND,70,bonding,0,0
m,divorced,y,IND,70,achievement,0,0
m,divorced,y,IND,70,enjoy_the_moment,0,0
m,divorced,y,IND,70,exercise,0,0
m,divorced,y,IND,70,nature,0,0
m,divorced,y,IND,80,affection,0,0
m,divorced,y,IND,80,leisure,0,0
m,divorced,y,IND,80,bonding,0,0
m,divorced,y,IND,80,achievement,0,0
m,divorced,y,IND,80,enjoy_the_moment,0,0
m,divorced,y,IND,80,exercise,0,0
m,divorced,y,IND,80,nature,0,0
m,divorced,y,IND,90,affection,0,0
m,divorced,y,IND,90,leisure,0,0
m,divorced,y,IND,90,bonding,0,0
m,divorced,y,IND,90,achievement,0,0
m,divorced,y,IND,90,enjoy_the_moment,0,0
m,divorced,y,IND,90,exercise,0,0
m,divorced,y,IND,90,nature,0,0
m,divorced,y,CAN,0,affection,0,0
m,divorced,y,CAN,0,leisure,0,0
m,divorced,y,CAN,0,bonding,0,0
m,divorced,y,CAN,0,achievement,0,0
m,divorced,y,CAN,0,enjoy_the_moment,0,0
m,divorced,y,CAN,0,exercise,0,0
m,divorced,y,CAN,0,nature,0,0
m,divorced,y,CAN,10,affection,0,0
m,divorced,y,CAN,10,leisure,0,0
m,divorced,y,CAN,10,bonding,0,0
m,divorced,y,CAN,10,achievement,0,0
m,divorced,y,CAN,10,enjoy_the_moment,0,0
m,divorced,y,CAN,10,exercise,0,0
m,divorced,y,CAN,10,nature,0,0
m,divorced,y,CAN,20,affection,0,0
m,divorced,y,CAN,20,leisure,0,0
m,divorced,y,CAN,20,bonding,0,0
m,divorced,y,CAN,20,achievement,0,0
m,divorced,y,CAN,20,enjoy_the_moment,0,0
m,divorced,y,CAN,20,exercise,0,0
m,divorced,y,CAN,20,nature,0,0
m,divorced,y,CAN,30,affection,0,0
m,divorced,y,CAN,30,leisure,0,0
m,divorced,y,CAN,30,bonding,0,0
m,divorced,y,CAN,30,achievement,0,0
m,divorced,y,CAN,30,enjoy_the_moment,0,0
m,divorced,y,CAN,30,exercise,0,0
m,divorced,y,CAN,30,nature,0,0
m,divorced,y,CAN,40,affection,9,33.33
m,divorced,y,CAN,40,leisure,9,0.0
m,divorced,y,CAN,40,bonding,9,11.11
m,divorced,y,CAN,40,achievement,9,33.33
m,divorced,y,CAN,40,enjoy_the_moment,9,22.22
m,divorced,y,CAN,40,exercise,9,0.0
m,divorced,y,CAN,40,nature,9,0.0
m,divorced,y,CAN,50,affection,0,0
m,divorced,y,CAN,50,leisure,0,0
m,divorced,y,CAN,50,bonding,0,0
m,divorced,y,CAN,50,achievement,0,0
m,divorced,y,CAN,50,enjoy_the_moment,0,0
m,divorced,y,CAN,50,exercise,0,0
m,divorced,y,CAN,50,nature,0,0
m,divorced,y,CAN,60,affection,0,0
m,divorced,y,CAN,60,leisure,0,0
m,divorced,y,CAN,60,bonding,0,0
m,divorced,y,CAN,60,achievement,0,0
m,divorced,y,CAN,60,enjoy_the_moment,0,0
m,divorced,y,CAN,60,exercise,0,0
m,divorced,y,CAN,60,nature,0,0
m,divorced,y,CAN,70,affection,0,0
m,divorced,y,CAN,70,leisure,0,0
m,divorced,y,CAN,70,bonding,0,0
m,divorced,y,CAN,70,achievement,0,0
m,divorced,y,CAN,70,enjoy_the_moment,0,0
m,divorced,y,CAN,70,exercise,0,0
m,divorced,y,CAN,70,nature,0,0
m,divorced,y,CAN,80,affection,0,0
m,divorced,y,CAN,80,leisure,0,0
m,divorced,y,CAN,80,bonding,0,0
m,divorced,y,CAN,80,achievement,0,0
m,divorced,y,CAN,80,enjoy_the_moment,0,0
m,divorced,y,CAN,80,exercise,0,0
m,divorced,y,CAN,80,nature,0,0
m,divorced,y,CAN,90,affection,0,0
m,divorced,y,CAN,90,leisure,0,0
m,divorced,y,CAN,90,bonding,0,0
m,divorced,y,CAN,90,achievement,0,0
m,divorced,y,CAN,90,enjoy_the_moment,0,0
m,divorced,y,CAN,90,exercise,0,0
m,divorced,y,CAN,90,nature,0,0
m,divorced,y,VEN,0,affection,0,0
m,divorced,y,VEN,0,leisure,0,0
m,divorced,y,VEN,0,bonding,0,0
m,divorced,y,VEN,0,achievement,0,0
m,divorced,y,VEN,0,enjoy_the_moment,0,0
m,divorced,y,VEN,0,exercise,0,0
m,divorced,y,VEN,0,nature,0,0
m,divorced,y,VEN,10,affection,0,0
m,divorced,y,VEN,10,leisure,0,0
m,divorced,y,VEN,10,bonding,0,0
m,divorced,y,VEN,10,achievement,0,0
m,divorced,y,VEN,10,enjoy_the_moment,0,0
m,divorced,y,VEN,10,exercise,0,0
m,divorced,y,VEN,10,nature,0,0
m,divorced,y,VEN,20,affection,0,0
m,divorced,y,VEN,20,leisure,0,0
m,divorced,y,VEN,20,bonding,0,0
m,divorced,y,VEN,20,achievement,0,0
m,divorced,y,VEN,20,enjoy_the_moment,0,0
m,divorced,y,VEN,20,exercise,0,0
m,divorced,y,VEN,20,nature,0,0
m,divorced,y,VEN,30,affection,3,100.0
m,divorced,y,VEN,30,leisure,3,0.0
m,divorced,y,VEN,30,bonding,3,0.0
m,divorced,y,VEN,30,achievement,3,0.0
m,divorced,y,VEN,30,enjoy_the_moment,3,0.0
m,divorced,y,VEN,30,exercise,3,0.0
m,divorced,y,VEN,30,nature,3,0.0
m,divorced,y,VEN,40,affection,6,16.67
m,divorced,y,VEN,40,leisure,6,0.0
m,divorced,y,VEN,40,bonding,6,16.67
m,divorced,y,VEN,40,achievement,6,50.0
m,divorced,y,VEN,40,enjoy_the_moment,6,16.67
m,divorced,y,VEN,40,exercise,6,0.0
m,divorced,y,VEN,40,nature,6,0.0
m,divorced,y,VEN,50,affection,3,33.33
m,divorced,y,VEN,50,leisure,3,0.0
m,divorced,y,VEN,50,bonding,3,0.0
m,divorced,y,VEN,50,achievement,3,33.33
m,divorced,y,VEN,50,enjoy_the_moment,3,0.0
m,divorced,y,VEN,50,exercise,3,0.0
m,divorced,y,VEN,50,nature,3,33.33
m,divorced,y,VEN,60,affection,0,0
m,divorced,y,VEN,60,leisure,0,0
m,divorced,y,VEN,60,bonding,0,0
m,divorced,y,VEN,60,achievement,0,0
m,divorced,y,VEN,60,enjoy_the_moment,0,0
m,divorced,y,VEN,60,exercise,0,0
m,divorced,y,VEN,60,nature,0,0
m,divorced,y,VEN,70,affection,0,0
m,divorced,y,VEN,70,leisure,0,0
m,divorced,y,VEN,70,bonding,0,0
m,divorced,y,VEN,70,achievement,0,0
m,divorced,y,VEN,70,enjoy_the_moment,0,0
m,divorced,y,VEN,70,exercise,0,0
m,divorced,y,VEN,70,nature,0,0
m,divorced,y,VEN,80,affection,0,0
m,divorced,y,VEN,80,leisure,0,0
m,divorced,y,VEN,80,bonding,0,0
m,divorced,y,VEN,80,achievement,0,0
m,divorced,y,VEN,80,enjoy_the_moment,0,0
m,divorced,y,VEN,80,exercise,0,0
m,divorced,y,VEN,80,nature,0,0
m,divorced,y,VEN,90,affection,0,0
m,divorced,y,VEN,90,leisure,0,0
m,divorced,y,VEN,90,bonding,0,0
m,divorced,y,VEN,90,achievement,0,0
m,divorced,y,VEN,90,enjoy_the_moment,0,0
m,divorced,y,VEN,90,exercise,0,0
m,divorced,y,VEN,90,nature,0,0
m,divorced,y,GBR,0,affection,0,0
m,divorced,y,GBR,0,leisure,0,0
m,divorced,y,GBR,0,bonding,0,0
m,divorced,y,GBR,0,achievement,0,0
m,divorced,y,GBR,0,enjoy_the_moment,0,0
m,divorced,y,GBR,0,exercise,0,0
m,divorced,y,GBR,0,nature,0,0
m,divorced,y,GBR,10,affection,0,0
m,divorced,y,GBR,10,leisure,0,0
m,divorced,y,GBR,10,bonding,0,0
m,divorced,y,GBR,10,achievement,0,0
m,divorced,y,GBR,10,enjoy_the_moment,0,0
m,divorced,y,GBR,10,exercise,0,0
m,divorced,y,GBR,10,nature,0,0
m,divorced,y,GBR,20,affection,0,0
m,divorced,y,GBR,20,leisure,0,0
m,divorced,y,GBR,20,bonding,0,0
m,divorced,y,GBR,20,achievement,0,0
m,divorced,y,GBR,20,enjoy_the_moment,0,0
m,divorced,y,GBR,20,exercise,0,0
m,divorced,y,GBR,20,nature,0,0
m,divorced,y,GBR,30,affection,0,0
m,divorced,y,GBR,30,leisure,0,0
m,divorced,y,GBR,30,bonding,0,0
m,divorced,y,GBR,30,achievement,0,0
m,divorced,y,GBR,30,enjoy_the_moment,0,0
m,divorced,y,GBR,30,exercise,0,0
m,divorced,y,GBR,30,nature,0,0
m,divorced,y,GBR,40,affection,0,0
m,divorced,y,GBR,40,leisure,0,0
m,divorced,y,GBR,40,bonding,0,0
m,divorced,y,GBR,40,achievement,0,0
m,divorced,y,GBR,40,enjoy_the_moment,0,0
m,divorced,y,GBR,40,exercise,0,0
m,divorced,y,GBR,40,nature,0,0
m,divorced,y,GBR,50,affection,0,0
m,divorced,y,GBR,50,leisure,0,0
m,divorced,y,GBR,50,bonding,0,0
m,divorced,y,GBR,50,achievement,0,0
m,divorced,y,GBR,50,enjoy_the_moment,0,0
m,divorced,y,GBR,50,exercise,0,0
m,divorced,y,GBR,50,nature,0,0
m,divorced,y,GBR,60,affection,0,0
m,divorced,y,GBR,60,leisure,0,0
m,divorced,y,GBR,60,bonding,0,0
m,divorced,y,GBR,60,achievement,0,0
m,divorced,y,GBR,60,enjoy_the_moment,0,0
m,divorced,y,GBR,60,exercise,0,0
m,divorced,y,GBR,60,nature,0,0
m,divorced,y,GBR,70,affection,0,0
m,divorced,y,GBR,70,leisure,0,0
m,divorced,y,GBR,70,bonding,0,0
m,divorced,y,GBR,70,achievement,0,0
m,divorced,y,GBR,70,enjoy_the_moment,0,0
m,divorced,y,GBR,70,exercise,0,0
m,divorced,y,GBR,70,nature,0,0
m,divorced,y,GBR,80,affection,0,0
m,divorced,y,GBR,80,leisure,0,0
m,divorced,y,GBR,80,bonding,0,0
m,divorced,y,GBR,80,achievement,0,0
m,divorced,y,GBR,80,enjoy_the_moment,0,0
m,divorced,y,GBR,80,exercise,0,0
m,divorced,y,GBR,80,nature,0,0
m,divorced,y,GBR,90,affection,0,0
m,divorced,y,GBR,90,leisure,0,0
m,divorced,y,GBR,90,bonding,0,0
m,divorced,y,GBR,90,achievement,0,0
m,divorced,y,GBR,90,enjoy_the_moment,0,0
m,divorced,y,GBR,90,exercise,0,0
m,divorced,y,GBR,90,nature,0,0
m,divorced,y,PHL,0,affection,0,0
m,divorced,y,PHL,0,leisure,0,0
m,divorced,y,PHL,0,bonding,0,0
m,divorced,y,PHL,0,achievement,0,0
m,divorced,y,PHL,0,enjoy_the_moment,0,0
m,divorced,y,PHL,0,exercise,0,0
m,divorced,y,PHL,0,nature,0,0
m,divorced,y,PHL,10,affection,0,0
m,divorced,y,PHL,10,leisure,0,0
m,divorced,y,PHL,10,bonding,0,0
m,divorced,y,PHL,10,achievement,0,0
m,divorced,y,PHL,10,enjoy_the_moment,0,0
m,divorced,y,PHL,10,exercise,0,0
m,divorced,y,PHL,10,nature,0,0
m,divorced,y,PHL,20,affection,0,0
m,divorced,y,PHL,20,leisure,0,0
m,divorced,y,PHL,20,bonding,0,0
m,divorced,y,PHL,20,achievement,0,0
m,divorced,y,PHL,20,enjoy_the_moment,0,0
m,divorced,y,PHL,20,exercise,0,0
m,divorced,y,PHL,20,nature,0,0
m,divorced,y,PHL,30,affection,0,0
m,divorced,y,PHL,30,leisure,0,0
m,divorced,y,PHL,30,bonding,0,0
m,divorced,y,PHL,30,achievement,0,0
m,divorced,y,PHL,30,enjoy_the_moment,0,0
m,divorced,y,PHL,30,exercise,0,0
m,divorced,y,PHL,30,nature,0,0
m,divorced,y,PHL,40,affection,0,0
m,divorced,y,PHL,40,leisure,0,0
m,divorced,y,PHL,40,bonding,0,0
m,divorced,y,PHL,40,achievement,0,0
m,divorced,y,PHL,40,enjoy_the_moment,0,0
m,divorced,y,PHL,40,exercise,0,0
m,divorced,y,PHL,40,nature,0,0
m,divorced,y,PHL,50,affection,0,0
m,divorced,y,PHL,50,leisure,0,0
m,divorced,y,PHL,50,bonding,0,0
m,divorced,y,PHL,50,achievement,0,0
m,divorced,y,PHL,50,enjoy_the_moment,0,0
m,divorced,y,PHL,50,exercise,0,0
m,divorced,y,PHL,50,nature,0,0
m,divorced,y,PHL,60,affection,0,0
m,divorced,y,PHL,60,leisure,0,0
m,divorced,y,PHL,60,bonding,0,0
m,divorced,y,PHL,60,achievement,0,0
m,divorced,y,PHL,60,enjoy_the_moment,0,0
m,divorced,y,PHL,60,exercise,0,0
m,divorced,y,PHL,60,nature,0,0
m,divorced,y,PHL,70,affection,0,0
m,divorced,y,PHL,70,leisure,0,0
m,divorced,y,PHL,70,bonding,0,0
m,divorced,y,PHL,70,achievement,0,0
m,divorced,y,PHL,70,enjoy_the_moment,0,0
m,divorced,y,PHL,70,exercise,0,0
m,divorced,y,PHL,70,nature,0,0
m,divorced,y,PHL,80,affection,0,0
m,divorced,y,PHL,80,leisure,0,0
m,divorced,y,PHL,80,bonding,0,0
m,divorced,y,PHL,80,achievement,0,0
m,divorced,y,PHL,80,enjoy_the_moment,0,0
m,divorced,y,PHL,80,exercise,0,0
m,divorced,y,PHL,80,nature,0,0
m,divorced,y,PHL,90,affection,0,0
m,divorced,y,PHL,90,leisure,0,0
m,divorced,y,PHL,90,bonding,0,0
m,divorced,y,PHL,90,achievement,0,0
m,divorced,y,PHL,90,enjoy_the_moment,0,0
m,divorced,y,PHL,90,exercise,0,0
m,divorced,y,PHL,90,nature,0,0
m,divorced,y,MEX,0,affection,0,0
m,divorced,y,MEX,0,leisure,0,0
m,divorced,y,MEX,0,bonding,0,0
m,divorced,y,MEX,0,achievement,0,0
m,divorced,y,MEX,0,enjoy_the_moment,0,0
m,divorced,y,MEX,0,exercise,0,0
m,divorced,y,MEX,0,nature,0,0
m,divorced,y,MEX,10,affection,0,0
m,divorced,y,MEX,10,leisure,0,0
m,divorced,y,MEX,10,bonding,0,0
m,divorced,y,MEX,10,achievement,0,0
m,divorced,y,MEX,10,enjoy_the_moment,0,0
m,divorced,y,MEX,10,exercise,0,0
m,divorced,y,MEX,10,nature,0,0
m,divorced,y,MEX,20,affection,0,0
m,divorced,y,MEX,20,leisure,0,0
m,divorced,y,MEX,20,bonding,0,0
m,divorced,y,MEX,20,achievement,0,0
m,divorced,y,MEX,20,enjoy_the_moment,0,0
m,divorced,y,MEX,20,exercise,0,0
m,divorced,y,MEX,20,nature,0,0
m,divorced,y,MEX,30,affection,0,0
m,divorced,y,MEX,30,leisure,0,0
m,divorced,y,MEX,30,bonding,0,0
m,divorced,y,MEX,30,achievement,0,0
m,divorced,y,MEX,30,enjoy_the_moment,0,0
m,divorced,y,MEX,30,exercise,0,0
m,divorced,y,MEX,30,nature,0,0
m,divorced,y,MEX,40,affection,0,0
m,divorced,y,MEX,40,leisure,0,0
m,divorced,y,MEX,40,bonding,0,0
m,divorced,y,MEX,40,achievement,0,0
m,divorced,y,MEX,40,enjoy_the_moment,0,0
m,divorced,y,MEX,40,exercise,0,0
m,divorced,y,MEX,40,nature,0,0
m,divorced,y,MEX,50,affection,0,0
m,divorced,y,MEX,50,leisure,0,0
m,divorced,y,MEX,50,bonding,0,0
m,divorced,y,MEX,50,achievement,0,0
m,divorced,y,MEX,50,enjoy_the_moment,0,0
m,divorced,y,MEX,50,exercise,0,0
m,divorced,y,MEX,50,nature,0,0
m,divorced,y,MEX,60,affection,0,0
m,divorced,y,MEX,60,leisure,0,0
m,divorced,y,MEX,60,bonding,0,0
m,divorced,y,MEX,60,achievement,0,0
m,divorced,y,MEX,60,enjoy_the_moment,0,0
m,divorced,y,MEX,60,exercise,0,0
m,divorced,y,MEX,60,nature,0,0
m,divorced,y,MEX,70,affection,0,0
m,divorced,y,MEX,70,leisure,0,0
m,divorced,y,MEX,70,bonding,0,0
m,divorced,y,MEX,70,achievement,0,0
m,divorced,y,MEX,70,enjoy_the_moment,0,0
m,divorced,y,MEX,70,exercise,0,0
m,divorced,y,MEX,70,nature,0,0
m,divorced,y,MEX,80,affection,0,0
m,divorced,y,MEX,80,leisure,0,0
m,divorced,y,MEX,80,bonding,0,0
m,divorced,y,MEX,80,achievement,0,0
m,divorced,y,MEX,80,enjoy_the_moment,0,0
m,divorced,y,MEX,80,exercise,0,0
m,divorced,y,MEX,80,nature,0,0
m,divorced,y,MEX,90,affection,0,0
m,divorced,y,MEX,90,leisure,0,0
m,divorced,y,MEX,90,bonding,0,0
m,divorced,y,MEX,90,achievement,0,0
m,divorced,y,MEX,90,enjoy_the_moment,0,0
m,divorced,y,MEX,90,exercise,0,0
m,divorced,y,MEX,90,nature,0,0
m,divorced,y,AUS,0,affection,0,0
m,divorced,y,AUS,0,leisure,0,0
m,divorced,y,AUS,0,bonding,0,0
m,divorced,y,AUS,0,achievement,0,0
m,divorced,y,AUS,0,enjoy_the_moment,0,0
m,divorced,y,AUS,0,exercise,0,0
m,divorced,y,AUS,0,nature,0,0
m,divorced,y,AUS,10,affection,0,0
m,divorced,y,AUS,10,leisure,0,0
m,divorced,y,AUS,10,bonding,0,0
m,divorced,y,AUS,10,achievement,0,0
m,divorced,y,AUS,10,enjoy_the_moment,0,0
m,divorced,y,AUS,10,exercise,0,0
m,divorced,y,AUS,10,nature,0,0
m,divorced,y,AUS,20,affection,0,0
m,divorced,y,AUS,20,leisure,0,0
m,divorced,y,AUS,20,bonding,0,0
m,divorced,y,AUS,20,achievement,0,0
m,divorced,y,AUS,20,enjoy_the_moment,0,0
m,divorced,y,AUS,20,exercise,0,0
m,divorced,y,AUS,20,nature,0,0
m,divorced,y,AUS,30,affection,0,0
m,divorced,y,AUS,30,leisure,0,0
m,divorced,y,AUS,30,bonding,0,0
m,divorced,y,AUS,30,achievement,0,0
m,divorced,y,AUS,30,enjoy_the_moment,0,0
m,divorced,y,AUS,30,exercise,0,0
m,divorced,y,AUS,30,nature,0,0
m,divorced,y,AUS,40,affection,0,0
m,divorced,y,AUS,40,leisure,0,0
m,divorced,y,AUS,40,bonding,0,0
m,divorced,y,AUS,40,achievement,0,0
m,divorced,y,AUS,40,enjoy_the_moment,0,0
m,divorced,y,AUS,40,exercise,0,0
m,divorced,y,AUS,40,nature,0,0
m,divorced,y,AUS,50,affection,0,0
m,divorced,y,AUS,50,leisure,0,0
m,divorced,y,AUS,50,bonding,0,0
m,divorced,y,AUS,50,achievement,0,0
m,divorced,y,AUS,50,enjoy_the_moment,0,0
m,divorced,y,AUS,50,exercise,0,0
m,divorced,y,AUS,50,nature,0,0
m,divorced,y,AUS,60,affection,0,0
m,divorced,y,AUS,60,leisure,0,0
m,divorced,y,AUS,60,bonding,0,0
m,divorced,y,AUS,60,achievement,0,0
m,divorced,y,AUS,60,enjoy_the_moment,0,0
m,divorced,y,AUS,60,exercise,0,0
m,divorced,y,AUS,60,nature,0,0
m,divorced,y,AUS,70,affection,0,0
m,divorced,y,AUS,70,leisure,0,0
m,divorced,y,AUS,70,bonding,0,0
m,divorced,y,AUS,70,achievement,0,0
m,divorced,y,AUS,70,enjoy_the_moment,0,0
m,divorced,y,AUS,70,exercise,0,0
m,divorced,y,AUS,70,nature,0,0
m,divorced,y,AUS,80,affection,0,0
m,divorced,y,AUS,80,leisure,0,0
